team,att_strength,def_strength,att_perc,def_perc,season
LIU Brooklyn,0.03545835689764314,0.02660560003440311,31.21951219512195,51.707317073170735,2016
La Salle,-0.17033274072038487,0.5302005665058307,17.073170731707318,12.195121951219512,2016
Lafayette,-0.6611169076112049,-0.10529837081892646,2.4390243902439024,70.24390243902438,2016
Lehigh,0.3939895400092521,0.005405813869462206,70.24390243902438,56.58536585365853,2016
Liberty,-0.11250440728744572,0.4025208582744005,20.975609756097562,19.024390243902438,2016
Lipscomb,-0.04804942230105878,0.4436103084773446,27.31707317073171,17.560975609756095,2016
Longwood,0.17503920210462798,0.5362229721516534,41.951219512195124,10.731707317073171,2016
Louisville,0.7638529206353801,-0.03457837236843282,93.17073170731707,62.4390243902439,2016
Loyola Chicago,-0.08451240151347242,-0.9484917562230776,22.439024390243905,99.02439024390245,2016
Loyola Maryland,-1.0377848509748464,0.5344199798361164,0.975609756097561,11.707317073170733,2016
Loyola Marymount,0.3238145566918108,-0.024768315311746072,64.39024390243902,60.48780487804878,2016
Manhattan,-0.26925585974134125,0.4245200620204396,12.682926829268293,18.536585365853657,2016
Marist,0.1117005304328532,0.5899169405850202,38.048780487804876,8.780487804878048,2016
Marquette,0.2224178199385582,0.22795764136575236,49.26829268292683,31.70731707317073,2016
Marshall,-0.04988186409255645,-0.09367083403966528,26.34146341463415,68.78048780487805,2016
Maryland,0.7824987210262835,-0.5465556791258055,94.6341463414634,90.2439024390244,2016
Massachusetts,-0.4677817209387706,0.5176863148536845,6.341463414634147,14.634146341463413,2016
Memphis,-0.30683706158021684,0.3136402947988777,10.731707317073171,25.365853658536587,2016
Mercer,0.17658471161119346,-0.15217087133589552,42.926829268292686,73.65853658536585,2016
Michigan,0.5157889441694521,-0.2746954204460573,81.46341463414633,82.4390243902439,2016
Michigan St.,0.17109002902278747,-0.2163751424894218,41.46341463414634,78.53658536585367,2016
Milwaukee,-0.21184602107369002,0.00213727402437776,14.634146341463413,57.073170731707314,2016
Missouri St.,-0.017344726285364022,0.010904401744023741,28.780487804878046,54.63414634146342,2016
Monmouth,0.4086576823879156,-0.014199073778458415,73.65853658536585,60.0,2016
NJIT,-0.39347261160649216,0.3692112749934514,8.292682926829269,21.463414634146343,2016
Navy,0.2189758942059884,-0.11966665622291647,47.80487804878049,71.21951219512195,2016
New Hampshire,0.37915178324447996,-0.00016681011889442543,69.26829268292683,57.56097560975609,2016
New Mexico,0.26876671855271106,-0.3992367759639779,55.1219512195122,86.34146341463415,2016
Niagara,-0.42031610865764507,0.7039713344681438,7.317073170731707,5.853658536585367,2016
North Carolina,0.7687566106146972,-0.7089838234961132,94.14634146341463,96.58536585365853,2016
North Carolina St.,0.4473444333893215,0.049896525368854736,77.07317073170732,48.292682926829265,2016
North Florida,0.3784993619836796,0.14596789928629975,68.78048780487805,37.5609756097561,2016
Northeastern,-0.15151779872053725,0.011730079333533929,19.024390243902438,54.146341463414636,2016
Northern Ill.,0.0505896349903469,0.14461536113859702,33.65853658536586,38.048780487804876,2016
Northern Ky.,-0.2000435188049441,0.2274121499101263,15.609756097560975,32.19512195121951,2016
Northwestern,0.2932090916250348,0.028146550139817164,59.02439024390244,51.21951219512195,2016
Notre Dame,0.7677076017169151,-0.6146703408920804,93.65853658536587,93.17073170731707,2016
Oakland,0.2953140092727239,0.01456127739854672,59.512195121951216,53.170731707317074,2016
Ohio St.,0.4086428997260317,-0.5315000050260918,73.17073170731707,89.75609756097562,2016
Old Dominion,0.5956672715823672,-0.16202398430997528,86.34146341463415,75.60975609756098,2016
Omaha,0.2900889695051147,0.08445129718367496,58.048780487804876,44.87804878048781,2016
Oral Roberts,0.2707939284624524,0.39418449764770935,56.09756097560976,20.48780487804878,2016
Oregon St.,0.2166741218011568,-0.1931062269077685,46.82926829268293,77.5609756097561,2016
Pacific,-0.5282992781903191,0.4273210147620751,4.878048780487805,18.048780487804876,2016
Penn,-0.2882327535419175,0.3831587313146305,12.195121951219512,20.975609756097562,2016
Penn St.,0.3254300307724293,-0.16836694322657636,64.8780487804878,76.09756097560975,2016
Pittsburgh,-0.311069356022736,0.18562866442682455,10.24390243902439,35.609756097560975,2016
Portland,0.08311476156104464,0.4808506404192645,36.58536585365854,16.585365853658537,2016
Presbyterian,-1.3617814336293954,0.9518821467228199,0.4878048780487805,2.4390243902439024,2016
Princeton,0.6042574628506028,0.08740445235900261,88.29268292682927,43.90243902439025,2016
Providence,0.6195571708463076,-0.12767444207561612,89.26829268292683,72.1951219512195,2016
Quinnipiac,-0.5630475341901157,0.26364132077067576,3.902439024390244,27.80487804878049,2016
Radford,0.4975833241673312,-0.17212656023533554,80.97560975609757,77.07317073170732,2016
Rhode Island,0.2014177238918841,0.0639150983629379,44.390243902439025,46.82926829268293,2016
Rider,0.4574222552649231,0.3364925934674631,77.5609756097561,22.926829268292686,2016
Robert Morris,0.04044252436679428,0.2513341718686897,31.70731707317073,28.780487804878046,2016
Rutgers,0.7322532410868143,0.06855263610001862,92.6829268292683,46.34146341463415,2016
SIUE,0.17636176439133103,-0.5843626243381888,42.4390243902439,92.19512195121952,2016
SMU,0.6200851067690633,-0.3200771334216749,89.75609756097562,83.90243902439025,2016
Sacramento St.,0.399767158564661,0.20005913953026067,70.73170731707317,34.63414634146341,2016
Sacred Heart,-0.5603439930545197,0.8698003048676833,4.390243902439024,3.414634146341464,2016
Saint Francis (PA),0.13937173858604307,-0.006760329980596905,39.51219512195122,59.02439024390244,2016
Saint Joseph's,-0.26079592638269605,0.6959002215078441,13.170731707317074,6.829268292682928,2016
Saint Louis,0.2178061715613157,0.025557879209286413,47.3170731707317,52.19512195121951,2016
Saint Peter's,0.044090881025497915,0.3491226977235945,32.6829268292683,22.439024390243905,2016
San Diego,0.5828821139657192,-0.03493471472943985,85.36585365853658,62.926829268292686,2016
San Diego St.,0.4037216054039904,-0.08470883588178223,71.70731707317073,68.29268292682927,2016
San Francisco,0.22411763692405334,0.31479775454464376,49.75609756097561,24.878048780487806,2016
San Jose St.,0.2069264466693453,0.007465097876684494,44.87804878048781,55.60975609756098,2016
Santa Clara,0.3402382610355717,-0.27388024679870504,65.85365853658537,81.95121951219512,2016
Seattle,0.8170488577559166,-0.4977020448789572,96.58536585365853,89.26829268292683,2016
Seton Hall,0.032837764838713174,0.6184866083019693,30.73170731707317,8.292682926829269,2016
Siena,-0.13942803254323494,0.16211826936371135,19.51219512195122,37.073170731707314,2016
South Carolina,0.4457613533542356,-0.07938200753263533,76.58536585365854,67.31707317073172,2016
South Fla.,0.413730607096704,-0.39377582578458703,74.14634146341463,85.85365853658537,2016
St. Bonaventure,-1.0156859831083462,1.0573761417496446,1.4634146341463417,0.975609756097561,2016
St. Francis Brooklyn,0.1952699044165276,-0.6925539813925098,43.90243902439025,96.09756097560975,2016
St. John's (NY),-0.28924466263553544,-0.002615385907984769,11.707317073170733,58.048780487804876,2016
St. Mary's (CA),-0.049488357574839145,0.02478615616653516,26.82926829268293,52.6829268292683,2016
Stanford,0.8097275985598729,-0.9249519644855949,96.09756097560975,98.53658536585365,2016
Stetson,-0.4208257775375529,0.1367428049355726,6.829268292682928,39.51219512195122,2016
Stony Brook,0.07428108395655225,0.22126480052866887,35.609756097560975,33.170731707317074,2016
Syracuse,0.7860450293385577,-0.6518527110809129,95.1219512195122,94.6341463414634,2016
Temple,0.4078485418663429,-0.003436190632699232,72.6829268292683,58.536585365853654,2016
Tex.-Pan American,-0.1848342755954112,0.13267351798329785,16.097560975609756,40.487804878048784,2016
Tulsa,0.6164674993927162,-0.10943067043626824,88.78048780487805,70.73170731707317,2016
UAB,0.4786068217978886,0.4681036543716967,80.48780487804879,17.073170731707318,2016
UC Davis,0.4254775416066632,0.0058316401566098075,75.60975609756098,56.09756097560976,2016
UC Irvine,0.3453059799234773,-0.061150984439015114,66.34146341463415,65.3658536585366,2016
UC Riverside,0.2882330514185863,0.1280698097431544,57.073170731707314,41.951219512195124,2016
UC Santa Barbara,0.7877186434101879,-0.1612831950565335,95.60975609756098,75.1219512195122,2016
UCF,0.32372935442460404,0.10828937561210754,63.90243902439025,42.926829268292686,2016
UCLA,1.1260928043104521,-0.03039688825775275,100.0,61.951219512195124,2016
UConn,0.2478910964566757,-0.5491402521853967,52.19512195121951,91.21951219512195,2016
UMBC,0.10353406655471847,-0.06392218386320256,37.5609756097561,65.85365853658537,2016
UMKC,0.11848374432580135,0.4936489724943332,38.53658536585366,16.097560975609756,2016
UMass Lowell,-0.15484413141612827,-0.053053081092641015,18.048780487804876,63.90243902439025,2016
UNC Asheville,-0.11190382042448233,0.5787103708265249,21.463414634146343,9.268292682926829,2016
UNCG,0.5502879666175889,-0.12107923255965287,83.41463414634146,71.70731707317073,2016
UNCW,0.5264631134536766,-0.15171370320928346,82.4390243902439,73.17073170731707,2016
